Step,StepProgress,EpisodeSuccess,M25,M50,M75,M100,MP,PPL,CRA,STR
1,0.071,1,0.0,0.0,0.0,0.0,7.1,7.1,0.0,0.0
2,0.154,1,0.0,0.0,0.0,0.0,15.4,15.4,0.0,0.0
3,0.25,1,100.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0
4,0.333,1,100.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0
5,0.25,1,100.0,0.0,0.0,0.0,33.3,15.02,1.66,0.0
6,0.333,1,100.0,0.0,0.0,0.0,33.3,22.22,1.38,0.0
7,0.8,1,100.0,100.0,100.0,0.0,80.0,66.25,1.19,0.0
8,0.818,1,100.0,100.0,100.0,0.0,81.8,68.0,1.04,0.0
